Sample: SubjectID_submitter,Sample: SampleID_submitter,Sample: Organism,Sample: Biosample_type,Sample: Biosample,Protocol: Material_type,Protocol: Assay,Protocol: Platform,Sample: Life_stage,Protocol: Experiment_description_brief,Protocol: Run_type,Protocol: Library_info_brief,Protocol: Read_length
33154_1,33154_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
9963_619,9963_619,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
33656_1,33656_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
33813_1,33813_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
33707_1,33707_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
33713_1,33713_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
33713_100,33713_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
33714_100,33714_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
33714_1,33714_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
26299_102,26299_102,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
87105_1,87105_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
87106_1,87106_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
26299_9017,26299_9017,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
87121_1,87121_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
87121_100,87121_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
87123_1,87123_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
87125_1,87125_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
87127_1,87127_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
87126_1,87126_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
87128_1,87128_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
26701_9041,26701_9041,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
87129_1,87129_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
87133_1,87133_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
87134_1,87134_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
26284_106,26284_106,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
87136_1,87136_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
87140_1,87140_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
87142_1,87142_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
87139_1,87139_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
87155_1,87155_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
87171_1,87171_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
8561_100,8561_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
7266_1,7266_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
8536_100,8536_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
7280_1,7280_1,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
7292_100,7292_100,human,tissue,whole_blood,NA,eQTL,Illumina_HiSeq3000,Adult,RNA was extracted from previously frozen whole blood collected in PAXgene RNA tubes (PreAnalytiX; Hombrechtikon - Switzerland) with the automated QIAsymphony (Qiagen; Germantown - MD) and stored at -80 °C. RNA integrity (RIN) scores and RNA concentration were determined with BioAnalyzer 2100 (Agilent Technologies; Santa Clara - CA) and the Qubit RNA High Sensitivity Assay Kit (Thermo Fisher Scientific; Waltham - MA). Only specimens with RIN ?5 were included for further analysis. Total RNA was prepared for sequencing using the NuGEN Universal Plus mRNA-Seq with globin and ribosomal depletion (NuGEN; San Carlos - CA).,Paired_End,Sequencing was performed on the Illumina HiSeq3000 (Illumina; San Diego - CA) with paired end 125bp read reactions.,125
