Sample: Sample_ID_submitter,File: Raw_or_Processed,File: File_format,File: contents,File: File_name,File: Genome_build,File: Processed_date,Processing_steps:Pipeline_info,Processing_steps:Annotation_info,Processing_steps:Normalization_info,Processing_steps: Genotype level (xQTL),Processing_steps: Genotype level imputation (xQTL),Processing_steps: Genotype level QC (WGS/WES),File: md5sum,File: Transferred_date,File: File_size
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Astrocyte variants level nominal cis-eQTL Summary Statistics for Chromosome 22,Ast.log2cpm.cov_pca.resid.PEER.cov.22.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",3e2dc1824414047d44247534c44cbc4d,11/7/2022,118M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Endothelial variants level nominal cis-eQTL Summary Statistics for Chromosome 1,End.log2cpm.cov_pca.resid.PEER.cov.1.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",05818cea1134a9d75486302b6cacc87b,11/7/2022, 63M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Endothelial variants level nominal cis-eQTL Summary Statistics for Chromosome 2,End.log2cpm.cov_pca.resid.PEER.cov.2.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",5dfa2fa887420778979c9bd300ef82bd,11/7/2022, 61M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Endothelial variants level nominal cis-eQTL Summary Statistics for Chromosome 3,End.log2cpm.cov_pca.resid.PEER.cov.3.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",bd32e0e268b88104b7063dab0ea62a9a,11/7/2022, 46M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Endothelial variants level nominal cis-eQTL Summary Statistics for Chromosome 4,End.log2cpm.cov_pca.resid.PEER.cov.4.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",65cf2b9d3155a9bbe0d736e2a967394b,11/7/2022, 36M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Endothelial variants level nominal cis-eQTL Summary Statistics for Chromosome 5,End.log2cpm.cov_pca.resid.PEER.cov.5.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",98ad9f40c49e09777b76df5a8c4430c1,11/7/2022, 41M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Endothelial variants level nominal cis-eQTL Summary Statistics for Chromosome 6,End.log2cpm.cov_pca.resid.PEER.cov.6.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",30d0f8c18bc590d360b2e0b3499246f4,11/7/2022, 47M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Endothelial variants level nominal cis-eQTL Summary Statistics for Chromosome 7,End.log2cpm.cov_pca.resid.PEER.cov.7.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",086c7406fa19d7fdd0f33c92e277d268,11/7/2022, 36M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Endothelial variants level nominal cis-eQTL Summary Statistics for Chromosome 8,End.log2cpm.cov_pca.resid.PEER.cov.8.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",6715dbd9c8b27df7df1623a6d4bc389b,11/7/2022, 32M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Endothelial variants level nominal cis-eQTL Summary Statistics for Chromosome 9,End.log2cpm.cov_pca.resid.PEER.cov.9.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",bad3bfbc20878f08569c9acf1bd85df2,11/7/2022, 32M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Endothelial variants level nominal cis-eQTL Summary Statistics for Chromosome 10,End.log2cpm.cov_pca.resid.PEER.cov.10.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",494dc0f028ffeba436ad3f7158ee2a40,11/7/2022, 36M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Endothelial variants level nominal cis-eQTL Summary Statistics for Chromosome 11,End.log2cpm.cov_pca.resid.PEER.cov.11.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",91b82c76483622a080515329e84b25f5,11/7/2022, 30M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Endothelial variants level nominal cis-eQTL Summary Statistics for Chromosome 12,End.log2cpm.cov_pca.resid.PEER.cov.12.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",aab7f400ffca6c8376d872a0576510ad,11/7/2022, 42M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Endothelial variants level nominal cis-eQTL Summary Statistics for Chromosome 13,End.log2cpm.cov_pca.resid.PEER.cov.13.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",c144d4f3bfa4da1c4b02592f06d408c6,11/7/2022, 23M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Endothelial variants level nominal cis-eQTL Summary Statistics for Chromosome 14,End.log2cpm.cov_pca.resid.PEER.cov.14.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",3960953cdc909b94065c86aeccd35920,11/7/2022, 28M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Endothelial variants level nominal cis-eQTL Summary Statistics for Chromosome 15,End.log2cpm.cov_pca.resid.PEER.cov.15.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",6a885956e7d6c1f0338ca1413dbc1d15,11/7/2022, 24M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Endothelial variants level nominal cis-eQTL Summary Statistics for Chromosome 16,End.log2cpm.cov_pca.resid.PEER.cov.16.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",6db62c0d1f73a74520d036099d19efcd,11/7/2022, 19M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Endothelial variants level nominal cis-eQTL Summary Statistics for Chromosome 17,End.log2cpm.cov_pca.resid.PEER.cov.17.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",c7db2d12bcb94a40dfa1ac9c90136642,11/7/2022, 31M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Endothelial variants level nominal cis-eQTL Summary Statistics for Chromosome 18,End.log2cpm.cov_pca.resid.PEER.cov.18.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",9a04a6a9f33a734bbff5ccdf099edd11,11/7/2022, 12M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Endothelial variants level nominal cis-eQTL Summary Statistics for Chromosome 19,End.log2cpm.cov_pca.resid.PEER.cov.19.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",b53886333f87ae3024198443490af7df,11/7/2022, 26M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Endothelial variants level nominal cis-eQTL Summary Statistics for Chromosome 20,End.log2cpm.cov_pca.resid.PEER.cov.20.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",62d0d79f4e08eecc9ede6ffbeaa1fbf9,11/7/2022, 15M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Endothelial variants level nominal cis-eQTL Summary Statistics for Chromosome 21,End.log2cpm.cov_pca.resid.PEER.cov.21.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",6c7ae2a118dd522ba523797b51788112,11/7/2022, 12M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Endothelial variants level nominal cis-eQTL Summary Statistics for Chromosome 22,End.log2cpm.cov_pca.resid.PEER.cov.22.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",d436f64cfd377a1e1eebd34563b3c8fe,11/7/2022, 14M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Excitatory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 22,Exc.log2cpm.cov_pca.resid.PEER.cov.1.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",58756293a9f5f212824dc676eb82dffd,11/7/2022,445M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Excitatory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 23,Exc.log2cpm.cov_pca.resid.PEER.cov.2.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",f3bb2daa0c833a3ce93c4936803b12f9,11/7/2022,343M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Excitatory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 24,Exc.log2cpm.cov_pca.resid.PEER.cov.3.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",119310596489d95d20ecdb7757f5f571,11/7/2022,289M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Excitatory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 25,Exc.log2cpm.cov_pca.resid.PEER.cov.4.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",cadb0729d2e448a1efabedef8492b637,11/7/2022,208M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Excitatory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 26,Exc.log2cpm.cov_pca.resid.PEER.cov.5.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",da735761c414fbcfc957b8638e798fd0,11/7/2022,245M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Excitatory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 27,Exc.log2cpm.cov_pca.resid.PEER.cov.6.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",e42de9dc5b3d71d8c4551f1834d06ca7,11/7/2022,296M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Excitatory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 28,Exc.log2cpm.cov_pca.resid.PEER.cov.7.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",d1e86f245998e06df08e962c2ba40a39,11/7/2022,247M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Excitatory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 29,Exc.log2cpm.cov_pca.resid.PEER.cov.8.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",ced99d48484ee9a0c4d4b3492113af42,11/7/2022,196M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Excitatory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 30,Exc.log2cpm.cov_pca.resid.PEER.cov.9.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",c4e534c2409d44ce13fff2cca2f4c9fb,11/7/2022,211M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Excitatory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 31,Exc.log2cpm.cov_pca.resid.PEER.cov.10.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",068a7500f8615d6a782a69dac1aace78,11/7/2022,204M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Excitatory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 32,Exc.log2cpm.cov_pca.resid.PEER.cov.11.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",e806c515c07a0c1e86655d86324eaf1e,11/7/2022,247M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Excitatory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 33,Exc.log2cpm.cov_pca.resid.PEER.cov.12.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",812913804fcdb1b0d46a115435ec1b0a,11/7/2022,275M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Excitatory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 34,Exc.log2cpm.cov_pca.resid.PEER.cov.13.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",90e04478d9b4ad325a81b5ca60a19893,11/7/2022,104M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Excitatory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 35,Exc.log2cpm.cov_pca.resid.PEER.cov.14.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",5c2e4fc15a422d15bcd5d2af02df9cd6,11/7/2022,178M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Excitatory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 36,Exc.log2cpm.cov_pca.resid.PEER.cov.15.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",a416874217784800de05f0042387d8d1,11/7/2022,160M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Excitatory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 37,Exc.log2cpm.cov_pca.resid.PEER.cov.16.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",39d45b47292df4a397569d92bbf83493,11/7/2022,214M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Excitatory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 38,Exc.log2cpm.cov_pca.resid.PEER.cov.17.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",b43a5a8dcac779e05dcb725653346c94,11/7/2022,274M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Excitatory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 39,Exc.log2cpm.cov_pca.resid.PEER.cov.18.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",710c4db300ee78dad22084e73dce26f8,11/7/2022, 82M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Excitatory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 40,Exc.log2cpm.cov_pca.resid.PEER.cov.19.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",799b35d962c20a6b3371be5568b47225,11/7/2022,374M
All samples,Processed,TensorQTL Nominal Summary Statistics (txt.gz file packaged in nominal_sumstat.tar.gz ),Excitatory neurons variants level nominal cis-eQTL Summary Statistics for Chromosome 41,Exc.log2cpm.cov_pca.resid.PEER.cov.20.norminal.cis_long_table.txt.gz,Hg38,11/7/2022,FGC xQTL pipeline,"Ensembl v103, 1000genomes GRCh38",CPM,NA,NA,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 13, MAF for PCA: 0.05, MAC for single variant analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",0fbac60df9fe82b13d22f9f3e8ab28b5,11/7/2022,130M
