CHEM_ID,LIB_ID,COMP_ID,CHRO_LIB_ENTRY_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,PATHWAY_STATUS,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,SHORT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PLANT_CYC,PUBCHEM,PLATFORM
100000487,400,18357,155655,Peptide,Dipeptide,829,,NAMED,STKYPAFSDFAEPH-LURJTMIEBB,CC(C)[C@@H](C(O)=O)NC(CN)=O,glycylvaline,glycylvaline,1963-21-9,2006926,HMDB0028854,,,2724807,LC/MS Pos Early
100000491,209,33422,126077,Peptide,Gamma-glutamyl Amino Acid,643,,NAMED,XHHOHZPNYFQJKL-QWRGUYRKBO,O=C(O)[C@H](CC1=CC=CC=C1)NC(CC[C@@H](C(O)=O)N)=O,gamma-glutamylphenylalanine,gamma-glutamylphenylalanine,7432-24-8,99868,HMDB0000594,,,111299,LC/MS Neg
100000551,209,22116,124905,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",343,,NAMED,BKAJNAXTPSGJCU-UHFFFAOYAG,CC(C)CC(C(O)=O)=O,4-methyl-2-oxopentanoate,4-methyl-2-oxopentanoate,816-66-0,69,HMDB0000695,C00233,2K-4CH3-PENTANOATE&redirect=T,70,LC/MS Neg
100000565,209,37538,143746,Lipid,Eicosanoid,2143,,NAMED,JSFATNQSLKRBCI-VAEKSGALBV,OC(CCC\C=C/C\C=C/C/C=C\C=C\[C@@H](O)CCCCC)=O,15-HETE,15-HETE,54845-95-3,4444307,HMDB0003876,C04742,,9966861,LC/MS Neg
100000574,209,19398,144906,Lipid,Eicosanoid,2097,,NAMED,PXGPLTODNUVGFL-YNNPMVKQBA,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(O)=O,prostaglandin F2alpha,prostaglandin F2alpha,551-11-1,4444062,HMDB0001139,C00639,,5283078,LC/MS Neg
100000580,209,20675,123293,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1220,,NAMED,MPCAJMNYNOGXPB-SLPGGIOYBT,O[C@@H]1[C@@H](CO)OC[C@H](O)[C@H]1O,"1,5-anhydroglucitol (1,5-AG)","1,5-anhydroglucitol (1,5-AG)",154-58-5,,HMDB0002712,C07326,,64960,LC/MS Neg
100000584,209,19266,125764,Lipid,Monoacylglycerol,2873,,NAMED,RCRCTBLIHCHWDZ-DOFZRALJBN,CCCCC\C=C/C\C=C/C\C=C/C/C=C\CCCC(OC(CO)CO)=O,2-arachidonoylglycerol (20:4),2-arachidonoylglycerol (20:4),53847-30-6,4445451,HMDB0004666,C13856,,5282280,LC/MS Neg
100000616,402,52449,208070,Lipid,Phosphatidylinositol (PI),2556,,NAMED,KRTOMQDUKGRFDJ-OALUUITLBO,CCCCCCCCCCCCCCCCCC(OC[C@]([H])(COP(O)(O[C@](C(O)(C(O)(C(O)([C@](O)1[H])[H])[H])[H])([C@]1(O)[H])[H])=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)=O,1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),383907-33-3,21403055,HMDB0009815,,,,LC/MS Pos Late
100000630,209,19260,126848,Lipid,Lysophospholipid,2703,,NAMED,JZWNYZVVZXZRRH-YFKVPUFHBF,CCCCCCCC\C=C/CCCCCCCC(OC[C@]([H])(COP(O)(OC[C@]([NH3+])(C([O-])=O)[H])=O)O)=O,1-oleoyl-GPS (18:1),1-oleoyl-GPS (18:1),326589-90-6,7826049,HMDB0061694,,,85036846,LC/MS Neg
100000639,402,19265,180966,Lipid,Phosphatidylserine (PS),2505,,NAMED,AJFWREUFUPEYII-PAHWMLEVBX,CCCCCCCCCCCCCCCCCC(OC[C@]([H])(COP(O)(OC[C@]([NH3+])(C([O-])=O)[H])=O)OC(CCCCCCC/C=C\CCCCCCCC)=O)=O,1-stearoyl-2-oleoyl-GPS (18:0/18:1),1-stearoyl-2-oleoyl-GPS (18:0/18:1),,7826037,HMDB0010163,,,9547087,LC/MS Pos Late
100000641,402,52448,208095,Lipid,Phosphatidylglycerol (PG),2519,,NAMED,PAZGBAOHGQRCBP-DDDNOICHBU,OCC(COP(O)(OC[C@@]([H])(COC(CCCCCCCCCCCCCCC)=O)OC(CCCCCCC/C=C\CCCCCCCC)=O)=O)O,1-palmitoyl-2-oleoyl-GPG (16:0/18:1),1-palmitoyl-2-oleoyl-GPG (16:0/18:1),,4446626,,,,70789105,LC/MS Pos Late
100000652,402,52625,210793,Lipid,Phosphatidylglycerol (PG),2515,,NAMED,BIABMEZBCHDPBV-BEBVUIBBBA,OCC(COP(O)(OC[C@@]([H])(COC(CCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCC)=O)=O)O,"1,2-dipalmitoyl-GPG (16:0/16:0)","1,2-dipalmitoyl-GPG (16:0/16:0)",200880-41-7,10020701,HMDB0010570,,,11846227,LC/MS Pos Late
100000656,209,19324,128173,Lipid,Lysophospholipid,2721,,NAMED,LXUGKKVCSTYZFK-DYLKWFMLBW,[H]C(C(O)(C(O)([C@](O)1[H])[H])[H])([C@@](OP(O)(OC[C@@]([H])(COC(CCCCCCCCCCCCCCCCC)=O)O)=O)([C@]1(O)[H])[H])O,1-stearoyl-GPI (18:0),1-stearoyl-GPI (18:0),796963-93-4,21403067,HMDB0240261,,,"71581135,42607495",LC/MS Neg
100000657,402,19130,164201,Lipid,Phosphatidylcholine (PC),2278,,NAMED,KILNVBDSWZSGLL-KXQOOQHDBV,CCCCCCCCCCCCCCCC(OC[C@]([H])(COP([O-])(OCC[N+](C)(C)C)=O)OC(CCCCCCCCCCCCCCC)=O)=O,"1,2-dipalmitoyl-GPC (16:0/16:0)","1,2-dipalmitoyl-GPC (16:0/16:0)",63-89-8,398235,HMDB0000564,D03585,,452110,LC/MS Pos Late
100000660,402,19132,164204,Lipid,Phosphatidylcholine (PC),2321,,NAMED,NRJAVPSFFCBXDT-HUESYALOBJ,CCCCCCCCCCCCCCCCCC(OC[C@]([H])(COP([O-])(OCC[N+](C)(C)C)=O)OC(CCCCCCCCCCCCCCCCC)=O)=O,"1,2-distearoyl-GPC (18:0/18:0)","1,2-distearoyl-GPC (18:0/18:0)",816-94-4,85004,HMDB0008036,,,94190,LC/MS Pos Late
100000665,209,44675,126139,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1563,,NAMED,MBMBGCFOFBJSGT-KUBAVDMBBZ,CC\C=C/C\C=C/C\C=C/C/C=C\C/C=C\C/C=C\CCC(O)=O,docosahexaenoate (DHA; 22:6n3),docosahexaenoate (DHA; 22:6n3),6217-54-5,393183,HMDB0002183,C06429,,445580,LC/MS Neg
100000672,402,19258,164196,Lipid,Phosphatidylcholine (PC),2262,,NAMED,RFVFQQWKPSOBED-PSXMRANNBM,CCCCCCCCCCCCCCCC(O[C@](COC(CCCCCCCCCCCCC)=O)(COP([O-])(OCC[N+](C)(C)C)=O)[H])=O,1-myristoyl-2-palmitoyl-GPC (14:0/16:0),1-myristoyl-2-palmitoyl-GPC (14:0/16:0),69525-80-0,114798,HMDB0007869,,,129657,LC/MS Pos Late
100000673,209,21320,127565,Xenobiotics,Drug - Antibiotic,5475,,NAMED,GSDSWSVVBLHKDQ-UHFFFAOYAU,FC1=C(N2CCN(C)CC2)C3=C4C(C(C(C(O)=O)=CN4C(C)CO3)=O)=C1,ofloxacin,ofloxacin,82419-36-1,4422,HMDB0015296,"D00453,C07321,DG00616",,4583,LC/MS Neg
100000707,305,20676,147767,Lipid,"Fatty Acid, Dicarboxylate",1671,,NAMED,VZCYOOQTPOCHFL-UPHRSURJBG,O=C(C=CC(O)=O)O,maleate,maleate,110-16-7,392248,HMDB0000176,C01384,MALEATE,444266,LC/MS Polar
100000715,400,48114,157704,Amino Acid,Guanidino and Acetamido Metabolism,562,,NAMED,VJQCNCOGZPSOQZ-UHFFFAOYAR,N=C(N)NC,1-methylguanidine,1-methylguanidine,22661-87-6,28576,HMDB0001522,C02294,,10111,LC/MS Pos Early
100000740,402,38301,159035,Xenobiotics,Drug - Respiratory,5944,,NAMED,MKXZASYAUGDDCJ-NJAFHUGGBD,[H][C@]1([C@H]2C3)[C@@](CCCC1)(CCN2C)C4=C3C=CC(OC)=C4,dextromethorphan,dextromethorphan,18046-32-7,13109865,HMDB0001920,"D03744,DG01078,C06947",,5360696,LC/MS Pos Late
100000773,209,22001,126860,Lipid,"Fatty Acid, Monohydroxy",1980,,NAMED,NDPLAKGOSZHTPH-UHFFFAOYAI,OC(CC(O)=O)CCCCC,3-hydroxyoctanoate,3-hydroxyoctanoate,88930-08-9,24791,HMDB0001954,C20793,,26613,LC/MS Neg
100000774,305,22130,147783,Amino Acid,Phenylalanine Metabolism,151,,NAMED,VOXXWSYKYCBWHO-UHFFFAOYAI,OC(C(O)=O)CC1=CC=CC=C1,phenyllactate (PLA),phenyllactate (PLA),828-01-3,3715,"HMDB0000779,HMDB0000563",C05607,,3848,LC/MS Polar
100000776,402,44681,159624,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1864,,NAMED,XOMRRQXKHMYMOC-UHFFFAOYAU,[O-]C(CC(OC(CCCCCCCCCCCCCCC)=O)C[N+](C)(C)C)=O,palmitoylcarnitine (C16),palmitoylcarnitine (C16),6865-14-1,448,HMDB0000222,C02990,,461,LC/MS Pos Late
100000781,400,32328,155906,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1844,,NAMED,VVPRQWTYSNDTEA-UHFFFAOYAN,O=C(CCCCC)OC(CC([O-])=O)C[N+](C)(C)C,hexanoylcarnitine (C6),hexanoylcarnitine (C6),6920-35-0,4932273,HMDB0000756,,,6426853,LC/MS Pos Early
100000787,209,22185,123313,Amino Acid,Alanine and Aspartate Metabolism,37,,NAMED,OTCCIMWXFLJLIA-BYPYZUCNBM,OC([C@@H](NC(C)=O)CC(O)=O)=O,N-acetylaspartate (NAA),N-acetylaspartate (NAA),"997-55-7,997-55-7",58576,HMDB0000812,C01042,,65065,LC/MS Neg
100000792,209,32425,124935,Lipid,Androgenic Steroids,3336,,NAMED,CZWCKYRVOZZJNM-USOAJAOKBK,[H][C@@]1(CC[C@]2(C)[C@]3(CCC2=O)[H])[C@@]4(C)C(C[C@H](OS(=O)(O)=O)CC4)=CC[C@]13[H],dehydroepiandrosterone sulfate (DHEA-S),dehydroepiandrosterone sulfate (DHEA-S),651-48-9,12074,HMDB0001032,C04555,,12594,LC/MS Neg
100000802,400,32198,155890,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Short Chain)",1840,,NAMED,RDHQFKQIGNGIED-MRVPVSSYBU,C[N+](C)(C)C[C@H](OC(C)=O)CC([O-])=O,acetylcarnitine (C2),acetylcarnitine (C2),5080-50-2,5406074,HMDB0000201,C02571,,7045767,LC/MS Pos Early
100000808,305,22176,165753,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",461,,NAMED,NOKPBJYHPHHWAN-REOHCLBHBK,N[C@H](C(O)=O)CSS(O)(=O)=O,cysteine s-sulfate,cysteine s-sulfate,1637-71-4,102939,HMDB0000731,C05824,,115015,LC/MS Polar
100000827,209,21127,126053,Lipid,Monoacylglycerol,2851,,NAMED,QHZLMUACJMDIAE-UHFFFAOYAU,O=C(CCCCCCCCCCCCCCC)OCC(O)CO,1-palmitoylglycerol (16:0),1-palmitoylglycerol (16:0),542-44-9,14201,HMDB0011564,,,14900,LC/MS Neg
100000840,209,20693,143841,Xenobiotics,Food Component/Plant,5203,,NAMED,ROBFUDYVXSDBQM-UHFFFAOYAD,O=C(C(O)C(O)=O)O,tartronate (hydroxymalonate),tartronate (hydroxymalonate),80-69-3,44,HMDB0035227,C02287,,45,LC/MS Neg
100000841,209,20694,143843,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,4353,,NAMED,MUBZPKHOEPUJKR-UHFFFAOYAQ,O=C(O)C(O)=O,oxalate (ethanedioate),oxalate (ethanedioate),144-62-7,946,HMDB0002329,C00209,OXALATE,971,LC/MS Neg
100000846,305,20699,146508,Xenobiotics,Food Component/Plant,4892,,NAMED,UNXHWFMMPAWVPI-UHFFFAOYAU,OCC(O)C(CO)O,erythritol,erythritol,149-32-6,13835932,HMDB0002994,C00503,2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE,222285,LC/MS Polar
100000924,209,21184,126057,Lipid,Monoacylglycerol,2855,,NAMED,RZRNAYUHWVFMIP-KTKRTIGZBM,O=C(OCC(O)CO)CCCCCCC/C=C\CCCCCCCC,1-oleoylglycerol (18:1),1-oleoylglycerol (18:1),111-03-5,4446588,HMDB0011567,,,5283468,LC/MS Neg
100000936,305,44526,147248,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",423,,NAMED,QHKABHOOEWYVLI-UHFFFAOYAY,OC(C(C(C)C)=O)=O,3-methyl-2-oxobutyrate,3-methyl-2-oxobutyrate,3715-29-5,48,HMDB0000019,C00141,2-KETO-ISOVALERATE,49,LC/MS Polar
100000943,209,21232,126858,Lipid,Monoacylglycerol,2871,,NAMED,UPWGQKDVAURUGE-KTKRTIGZBO,O=C(OC(CO)CO)CCCCCCC/C=C\CCCCCCCC,2-oleoylglycerol (18:1),2-oleoylglycerol (18:1),3443-84-3,4478086,HMDB0011537,,,5319879,LC/MS Neg
100000961,400,22137,155792,Amino Acid,Urea cycle; Arginine and Proline Metabolism,493,,NAMED,QUOGESRFPZDMMT-YFKPBYRVBD,N[C@H](C(O)=O)CCCCNC(N)=N,homoarginine,homoarginine,156-86-5,8732,HMDB0000670,C01924,HOMOARGININE,9085,LC/MS Pos Early
100000963,209,22138,123305,Amino Acid,Urea cycle; Arginine and Proline Metabolism,494,,NAMED,XIGSAGMEBXLVJJ-YFKPBYRVBI,N[C@H](C(O)=O)CCCCNC(N)=O,homocitrulline,homocitrulline,1190-49-4,58582,HMDB0000679,C02427,,65072,LC/MS Neg
100000983,209,27503,127569,Lipid,"Fatty Acid, Monohydroxy",1987,,NAMED,CBWALJHXHCJYTE-UHFFFAOYAR,OC(CC(O)=O)CCCCCCCCCCCCC,3-hydroxypalmitate,3-hydroxypalmitate,928-17-6,266538,HMDB0010734,,,15569776,LC/MS Neg
100000997,209,22053,123301,Lipid,"Fatty Acid, Monohydroxy",1982,,NAMED,FYSSBMZUBSBFJL-UHFFFAOYAJ,OC(CC(O)=O)CCCCCCC,3-hydroxydecanoate,3-hydroxydecanoate,5561-87-5,24790,HMDB0002203,,,26612,LC/MS Neg
100001006,400,27710,155837,Amino Acid,"Glycine, Serine and Threonine Metabolism",2,,NAMED,OKJIRPAQVSHGFK-UHFFFAOYAB,O=C(O)C(NC(C)=O)[H],N-acetylglycine,N-acetylglycine,543-24-8,10507,HMDB0000532,,,10972,LC/MS Pos Early
100001007,305,27731,147186,Carbohydrate,Pentose Metabolism,1263,,NAMED,QXKAIJAYHKCRRA-BXXZVTAOBP,OC([C@H](O)[C@H](O)[C@H](O)CO)=O,ribonate,ribonate,5336-08-3,4574162,HMDB0000867,C01685,,5460677,LC/MS Polar
100001022,305,27738,146524,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,4350,,NAMED,JPIJQSOTBSSVTP-GBXIJSLDBD,O=C(O)C(O)([H])C([H])(O)CO,threonate,threonate,70753-61-6,133224,"HMDB0062620,HMDB0000943",C01620,L-THREONATE,"151152,5460407",LC/MS Polar
100001034,209,27513,126866,Amino Acid,Tryptophan Metabolism,299,,NAMED,SEOVTRFCIGRIMH-UHFFFAOYAT,OC(CC1=CNC2=C1C=CC=C2)=O,indoleacetate,indoleacetate,6505-45-9,780,HMDB0000197,C00954,INDOLE_ACETATE_AUXIN,802,LC/MS Neg
100001040,209,27447,126071,Lipid,Monoacylglycerol,2856,,NAMED,WECGLUPZRHILCT-HZJYTTRNBQ,CCCCC/C=C\C/C=C\CCCCCCCC(OCC(O)CO)=O,1-linoleoylglycerol (18:2),1-linoleoylglycerol (18:2),2277-28-3,4446589,HMDB0011568,,,5283469,LC/MS Neg
100001048,209,33419,125868,Lipid,Monoacylglycerol,2868,,NAMED,BBNYCLAREVXOSG-UHFFFAOYAG,OCC(CO)OC(CCCCCCCCCCCCCCC)=O,2-palmitoylglycerol (16:0),2-palmitoylglycerol (16:0),23470-00-0,110006,HMDB0011533,,,123409,LC/MS Neg
100001051,400,30460,155848,Amino Acid,Histidine Metabolism,71,,NAMED,BRMWTNUJHUMWMS-LURJTMIEBU,N[C@H](C(O)=O)CC1=CN(C)C=N1,1-methylhistidine,1-methylhistidine,332-80-9,83153,HMDB0000001,C01152,,92105,LC/MS Pos Early
100001054,400,32412,155935,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1768,,NAMED,QWYFHHGCZUCMBN-SECBINFHBA,CCCC(O[C@H](CC([O-])=O)C[N+](C)(C)C)=O,butyrylcarnitine (C4),butyrylcarnitine (C4),25576-40-3,184820,HMDB0002013,C02862,,439829,LC/MS Pos Early
100001055,400,33441,156017,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",426,,NAMED,,CC(C)C(O[C@@H](CC([O-])=O)C[N+](C)(C)C)=O,isobutyrylcarnitine (C4),isobutyrylcarnitine (C4),25518-49-4,,HMDB0000736,,,168379,LC/MS Pos Early
100001064,209,31912,151471,Lipid,Secondary Bile Acid Metabolism,3497,,NAMED,XBSQTYHEGZTYJE-OETIFKLTBJ,O[C@@H](C[C@]1(CC[C@]([C@@]([H])2CC3)([H])[C@](CC[C@@]2(C)[C@]3([H])[C@@H](CCC(NCC(O)=O)=O)C)4[H])[H])CC[C@@]14C,glycolithocholate,glycolithocholate,474-74-8,103116,HMDB00698,C15557,,115245,LC/MS Neg
100001073,209,31591,126075,Lipid,Androgenic Steroids,3349,,NAMED,ZMITXKRGXGRMKS-CZTOYULQBN,C[C@]1([C@](CC2)([H])[C@]3([H])CC[C@@]4([H])C[C@H](OS(=O)(O)=O)CC[C@]4(C)[C@@]3([H])CC1)C2=O,androsterone sulfate,androsterone sulfate,2479-86-9,19988780,HMDB0002759,,,159663,LC/MS Neg
100001083,209,32405,125818,Amino Acid,Tryptophan Metabolism,305,,NAMED,GOLXRNDWAUTYKT-UHFFFAOYAW,OC(CCC1=CNC2=C1C=CC=C2)=O,indolepropionate,indolepropionate,830-96-6,3613,HMDB0002302,,,3744,LC/MS Neg
100001086,209,31536,125774,Xenobiotics,Food Component/Plant,4964,,NAMED,KSPQDMRTZZYQLM-UHFFFAOYAM,O=C(NCC(O)=O)C1=CC=CO1,N-(2-furoyl)glycine,N-(2-furoyl)glycine,"5657-19-2,5657-19-2",20549,HMDB0000439,,,21863,LC/MS Neg
100001092,400,32401,155930,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4320,,NAMED,WWNNZCOKKKDOPX-UHFFFAOYAV,C[N+]1=CC(C([O-])=O)=CC=C1,trigonelline (N'-methylnicotinate),trigonelline (N'-methylnicotinate),535-83-1,5369,HMDB0000875,C01004,METHYLNICOTINATE,5570,LC/MS Pos Early
100001103,400,33487,156024,Amino Acid,Glutamate Metabolism,54,,NAMED,ZGEYCCHDTIDZAE-UHFFFAOYAN,O=C(CCC(C(O)=O)N)OC,"glutamate, gamma-methyl ester","glutamate, gamma-methyl ester","1499-55-4,1499-55-4",66546,HMDB0061715,,,68662,LC/MS Pos Early
100001104,209,32390,125802,Amino Acid,Tyrosine Metabolism,163,,NAMED,CAHKINHBCWCHCF-JTQLQIEIBT,OC1=CC=C(C[C@@H](C(O)=O)NC(C)=O)C=C1,N-acetyltyrosine,N-acetyltyrosine,537-55-3,61606,HMDB0000866,,,68310,LC/MS Neg
100001106,209,32391,125804,Xenobiotics,Xanthine Metabolism,4593,,NAMED,OTSBKHHWSQYEHK-UHFFFAOYAM,CN1C(N(C(N2)=C(C1=O)NC2=O)C)=O,"1,3-dimethylurate","1,3-dimethylurate",944-73-0,63527,HMDB0001857,,,70346,LC/MS Neg
100001108,209,32445,125834,Xenobiotics,Xanthine Metabolism,4598,,NAMED,GMSNIKWWOQHZGF-UHFFFAOYAL,O=C1N(C)C2=C(N=CN2)C(N1)=O,3-methylxanthine,3-methylxanthine,1076-22-8,63805,HMDB0001886,C16357,3-METHYLXANTHINE,70639,LC/MS Neg
100001112,209,32457,151499,Lipid,"Fatty Acid, Monohydroxy",1985,,NAMED,MUCMKTPAZLSKTL-UHFFFAOYAV,OC(CC(CCCCCCCCC)O)=O,3-hydroxylaurate,3-hydroxylaurate,53941-38-1,85026,HMDB0000387,,,94216,LC/MS Neg
100001121,305,31555,154482,Cofactors and Vitamins,Vitamin B6 Metabolism,4448,,NAMED,HXACOUQIXZGNBF-UHFFFAOYAG,OC1=C(C(O)=O)C(CO)=CN=C1C,pyridoxate,pyridoxate,82-82-6,6467,HMDB0000017,C00847,,6723,LC/MS Polar
100001126,400,43829,157051,Peptide,Gamma-glutamyl Amino Acid,647,,NAMED,SITLTJHOQZFJGG-UUEFVBAFBQ,O=C(N[C@H]([C@@](O)=O)C(C)C)CC[C@@H]([C@](O)=O)N,gamma-glutamylvaline,gamma-glutamylvaline,2746-34-1,,HMDB0011172,,,7015683,LC/MS Pos Early
100001145,209,31943,125798,Lipid,"Fatty Acid, Monohydroxy",1984,,NAMED,OQYZCCKCJQWHIE-UHFFFAOYAK,OC(CC(O)CCCCCCC(O)=O)=O,3-hydroxysebacate,3-hydroxysebacate,73141-46-5,2285525,HMDB0000350,,,3017884,LC/MS Neg
100001153,305,31934,145806,Lipid,"Fatty Acid, Dicarboxylate",1667,,NAMED,OTTXIFWBPRRYOG-UHFFFAOYAL,O=C(O)C(O)CCCC(O)=O,2-hydroxyadipate,2-hydroxyadipate,18294-85-4,167943,HMDB0000321,C02360,,193530,LC/MS Polar
100001162,400,32452,155955,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1771,,NAMED,UFAHZIUFPNSHSL-UHFFFAOYAT,[O-]C(CC(OC(CC)=O)C[N+](C)(C)C)=O,propionylcarnitine (C3),propionylcarnitine (C3),17298-37-2,96904,HMDB0000824,C03017,,107738,LC/MS Pos Early
100001170,305,32397,146534,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",405,,NAMED,ZMZQVAUJTDKQGE-UHFFFAOYAZ,O=C(O)C(CC)CO,3-hydroxy-2-ethylpropionate,3-hydroxy-2-ethylpropionate,4374-62-3,164207,HMDB0000396,,,188979,LC/MS Polar
100001178,209,31787,142911,Lipid,"Fatty Acid, Dicarboxylate",1705,,NAMED,WMCQWXZMVIETAO-UHFFFAOYAJ,CCCC1=C(C)C(C(O)=O)=C(CCC(O)=O)O1,3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),86879-39-2,110498,HMDB0061112,,,123979,LC/MS Neg
100001181,209,32504,125862,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1562,,NAMED,YUFFSWGQGVEMMI-RCHUDCCIBW,O=C(O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,docosapentaenoate (n3 DPA; 22:5n3),docosapentaenoate (DPA; 22:5n3),2234-74-4,,"HMDB0006528,HMDB0001976",C16513,,6441454,LC/MS Neg
100001182,209,32415,125824,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1577,,NAMED,HVGRZDASOHMCSK-AVQMFFATBO,CCCCC/C=C/C/C=C/CCCCCCCCCCCC(O)=O,docosadienoate (22:2n6),docosadienoate (22:2n6),7370-49-2,4445934,HMDB0061714,C16533,,5282807,LC/MS Neg
100001193,209,32980,125866,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1575,,NAMED,TWSWSIQAPQLDBP-CGRWFSSPBH,O=C(CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)O,adrenate (22:4n6),adrenate (22:4n6),2091-25-0,4445971,HMDB0002226,C16527,,"5282844,5497181",LC/MS Neg
100001198,209,32418,125828,Lipid,Long Chain Monounsaturated Fatty Acid,1526,,NAMED,YWWVWXASSLXJHU-WAYWQWQTBZ,O=C(CCCCCCC/C=C\CCCC)O,myristoleate (14:1n5),myristoleate (14:1n5),544-64-9,4444564,HMDB0002000,C08322,,5281119,LC/MS Neg
100001207,400,32349,155910,Amino Acid,Histidine Metabolism,97,,NAMED,PRJKNHOMHKJCEJ-UHFFFAOYAF,O=C(O)CC1=CNC=N1,4-imidazoleacetate,4-imidazoleacetate,645-65-8,86856,HMDB0002024,C02835,,96215,LC/MS Pos Early
100001208,400,32350,155911,Amino Acid,Histidine Metabolism,91,,NAMED,ZHCKPJGJQOPTLB-UHFFFAOYAW,O=C(O)CC1=CN(C)C=N1,1-methyl-4-imidazoleacetate,1-methyl-4-imidazoleacetate,2625-49-2,68319,HMDB0002820,C05828,,75810,LC/MS Pos Early
100001211,305,32398,165423,Lipid,"Fatty Acid, Dicarboxylate",1681,,NAMED,CXMXRPHRNRROMY-UHFFFAOYAE,OC(CCCCCCCCC(O)=O)=O,sebacate (C10-DC),sebacate (C10-DC),111-20-6,5004,HMDB0000792,C08277,,5192,LC/MS Polar
100001212,305,32446,152164,Amino Acid,Guanidino and Acetamido Metabolism,564,,NAMED,VVHOUVWJCQOYGG-UHFFFAOYAC,N=C(N)NC(C(O)=O)CC(O)=O,guanidinosuccinate,guanidinosuccinate,6133-30-8,88329,HMDB0003157,C03139,,439918,LC/MS Polar
100001216,402,33418,164181,Cofactors and Vitamins,Tocopherol Metabolism,4361,,NAMED,GZIFEOYASATJEH-VHFRWLAGBS,OC1=CC(C)=C2O[C@@](CCC[C@H](C)CCC[C@H](C)CCCC(C)C)(C)CCC2=C1,delta-tocopherol,delta-tocopherol,119-13-1,83144,HMDB0002902,C14151,DELTA-TOCOPHEROL,92094,LC/MS Pos Late
100001226,209,32426,144353,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,4409,,NAMED,OBHRVMZSZIDDEK-UHFFFAOYAH,CC1=C(CC(NC2=O)C(CC)=C2C)NC(CC3=C(CCC(O)=O)C(C)=C(CC(NC4=O)C(C)=C4CC)N3)=C1CCC(O)=O,I-urobilinogen,I-urobilinogen,14684-37-8,24980,HMDB0004157,C05789,,9548718,LC/MS Neg
100001247,402,33936,158581,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1852,,NAMED,CXTATJFJDMJMIY-UHFFFAOYAP,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCC)=O)=O,octanoylcarnitine (C8),octanoylcarnitine (C8),3671-77-0,110274,HMDB0000791,C02838,,"123701,11953814",LC/MS Pos Late
100001251,402,33941,158585,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1860,,NAMED,LZOSYCMHQXPBFU-UHFFFAOYAC,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCC)=O)=O,decanoylcarnitine (C10),decanoylcarnitine (C10),1492-27-9,8420677,HMDB0000651,,,10245190,LC/MS Pos Late
100001253,400,33943,156041,Amino Acid,Glutamate Metabolism,48,,NAMED,KSMRODHGGIIXDV-YFKPBYRVBV,OC([C@H](CCC(N)=O)NC(C)=O)=O,N-acetylglutamine,N-acetylglutamine,2490-97-3,158492,HMDB0006029,C02716,,182230,LC/MS Pos Early
100001256,209,33950,126109,Amino Acid,Phenylalanine Metabolism,141,,NAMED,CBQJSKKFNMDLON-JTQLQIEIBY,O=C(O)[C@@H](NC(C)=O)CC1=CC=CC=C1,N-acetylphenylalanine,N-acetylphenylalanine,2018-61-3,67404,HMDB0000512,C03519,,74839,LC/MS Neg
